"","Oil_Gas","Top MD (ft)","Bottom MD (ft)","Open_Cased","Radius (in)","Water_Oil-Based","Loss/Gain","Shot Density","Carbonate_Sandstone","Rock Type (DRT)","Porosity","Permeability (mD)","Wettability","Temperature Gradient (°F_ft)","Fracture Pressure (psi)","Bottom0hole Pressure (psi)","Bottom0hole Temperature (°F)","Initial Skin","cl"
"40",0,0.900149351255813,0.881886431432336,0,0.235294117647059,1,4,0.375,1,0.666666666666667,0.8780794001543,0.0940882183001219,1,0.245711124503252,0.7689911204143,0.921023546657879,0.896459830760662,0.941276788731569,"3"
"41",1,0.250176862122978,0.258845558812546,1,0.529411764705882,1,3,0,0,0.166666666666666,0.0349405945280109,2.51694119803036e-06,0.5,0.0677003173290345,0.271265665990014,0.251399242647803,0.226907994494711,0.0882752749564536,"4"
"42",1,0.268081261718388,0.264423859365135,0,0.529411764705882,1,3,0.625,0,0.5,0.46927832996881,0.00513536065175464,0,0.0677003173290345,0.276750486578265,0.256471852711385,0.231798018479992,0.559447585108566,"4"
"43",1,0.273747176692129,0.281202929514532,0,0.529411764705882,1,3,0.625,0,0.166666666666666,0.504510077261201,0.000857040873558943,0,0.0677003173290345,0.293248376668537,0.271729847381085,0.246506809214327,0.390406514448197,"4"
"44",1,0.207661062668673,0.20069404955083,0,1,1,3,0.875,0,0.5,0.142715376552816,0.000240149115824912,0.5,0.807611199898833,0.191403686222446,0.176834687207424,0.17593148787065,0.182996412348816,"4"
"45",1,0.20901640783226,0.202397384284478,0,1,1,3,0.375,1,0.666666666666667,0.812734306043367,0.0734686975977038,0.5,0.807611199898833,0.193028171590203,0.178335522262117,0.177424657273047,0.189890776349168,"3"
"46",1,0.210746495639772,0.208395866155884,0,1,1,3,0.625,0,0.166666666666666,0.373343111229744,0.000363782287384206,0.5,0.807611199898833,0.198748976688785,0.183620879091696,0.182683018659264,0.0294578163975604,"4"
"47",1,0.216839191423103,0.212841281083249,1,1,1,3,0,0,0.333333333333333,0.121877674346351,6.23987725191975e-05,0,0.807611199898833,0.202988608136705,0.187537804182137,0.186579937696595,0.140511130648776,"4"
"48",1,0.221354427338414,0.215826572488022,0,1,1,3,0.75,0,0.5,0.292211121814958,0.00138559178911283,0.5,0.807611199898833,0.205835706895241,0.190168191445574,0.18919689001653,0.286735768010734,"4"
"49",0,0.876241720392091,0.868882823674444,1,0,1,3,0,0,0,0.47209121931921,0.000259740366509447,0.5,0.109010669716614,0.792536581099302,0.757206993922449,0.885060668375666,0.165466218599885,"2"
"50",0,0.887699950409628,0.877150530265601,1,0,1,3,0,0,0.333333333333333,0.392675854077031,0.00113883593561134,0.5,0.109010669716614,0.800213623448182,0.764443566798073,0.892308267022042,0.0520053909708477,"2"
"51",0,0.896097512020322,0.885387418629768,0,0,1,3,0.5,1,0.666666666666667,0.869919905894542,0.0913017039474559,1,0.109010669716614,0.807862049296087,0.771653165041366,0.899528849937059,0.748039494764363,"3"
"52",0,0.904463771363932,0.888370787378287,0,0,1,3,0.375,1,0.833333333333333,0.717134739004838,0.134851327042098,1,0.109010669716614,0.810632279222871,0.774264453326149,0.902144116826976,0.62295422087669,"3"
"53",0,0.907493997775196,0.890739540821897,1,0,1,3,0,0,0.166666666666666,0.503629796273214,0.000852682655920254,0.5,0.109010669716614,0.812831803395645,0.776337780037743,0.904220602495912,0.0386067693424025,"2"
"54",1,0.259534501726292,0.252802854590035,0,0.529411764705882,1,1,0.75,0,0.166666666666666,0.376986186836796,0.000373718480557596,0,0.828673985595632,0.200311944781535,0.304232511022991,0.221610867115958,0.102219940642574,"1"
"55",1,0.261943649014763,0.254547740911652,0,0.529411764705882,1,1,0.375,1,0.666666666666667,0.74593310170957,0.0560778078624378,0.5,0.828673985595632,0.201889287683937,0.305943301577686,0.223140461278885,0.351614138312397,"1"
"56",1,0.263715941031645,0.25655765053728,1,0.529411764705882,1,1,0,0,0,0.0667191226973015,2.30280588157644e-06,0.5,0.828673985595632,0.203706206438573,0.307913936776504,0.224902378942681,0.231709365076107,"1"
"57",1,0.26575741888612,0.257896609225692,0,0.529411764705882,1,1,0.5,0,0.5,0.316474077705324,0.00171398043626604,0.5,0.828673985595632,0.20491659874758,0.309226731684048,0.226076130704514,0.254503214588629,"1"
"58",1,0.267117407651582,0.259853457299083,1,0.529411764705882,1,1,0,0,0.333333333333333,0.00217719468709618,1.59506660610395e-06,0.5,0.828673985595632,0.206685550903032,0.311145342174287,0.22779153379623,0.217271800903026,"1"
"59",1,0.447860214956839,0.442468166881149,0,0.235294117647059,0,4,0.5,0,0.5,0.487825198515279,0.00574459675809567,0.5,0.0274274390088678,0.4518111657723,0.418375883796647,0.387874394427843,0.20972931733126,"4"
"60",1,0.454587900212498,0.464826715322605,0,0.235294117647059,0,4,0.75,0,0.333333333333333,0.189311484145271,0.000169850826257878,0.5,0.0274274390088678,0.473795034453988,0.438707559503612,0.407474241571975,0.419987382849154,"4"
"61",1,0.477297618559738,0.465938927609414,0,0.235294117647059,0,4,0.5,0,0.166666666666666,0.258671933830233,0.000136003019835401,0,0.0274274390088678,0.474888608525819,0.439718946248682,0.408449223953786,0.184191519198579,"4"
"62",1,0.478427299578249,0.472644086718794,0,0.235294117647059,0,4,0.625,0,0.333333333333333,0.199553143281207,0.000192991071437797,0.5,0.0274274390088678,0.481481404016833,0.44581626159688,0.414327069466211,0.00763437834212609,"4"
"63",1,0.485237771879086,0.48315922357329,1,0.235294117647059,0,4,0,0,0.166666666666666,0.0343560413540285,2.45953474372065e-06,0,0.0274274390088678,0.491820330462997,0.455378168225111,0.423544800017343,0.167453523250538,"4"
"64",1,0.339725724270271,0.332674704931564,0,0.529411764705882,1,4,0.5,1,0.666666666666667,0.740281123565905,0.0547618083388813,1,0.838792400045726,0.317274802015189,0.293124920843732,0.291627758503702,0.156884150459141,"3"
"65",1,0.343069990014873,0.333831257466905,1,0.529411764705882,0,4,0,0,0,0.29921620423589,7.30782583146214e-05,0.5,0.838792400045726,0.318377816374955,0.294143977493811,0.292641610228746,0.0559359151000014,"4"
"66",1,0.344244707702838,0.338773418093345,1,0.529411764705882,0,4,0,0,0.166666666666666,0.0589466782976256,5.60415426671938e-06,0,0.838792400045726,0.323091198579965,0.298498593041514,0.296973984179301,0.142580435601881,"4"
"67",1,0.349264491350562,0.343177901944931,0,0.529411764705882,0,4,0.75,0,0.333333333333333,0.387153051724826,0.0010946754352838,0.5,0.838792400045726,0.327291793699688,0.302379453116581,0.300835022406623,0.0864629319191524,"4"
"68",1,0.353738153314638,0.348652086920708,0,0.529411764705882,0,4,0.5,0,0.166666666666666,0.311649176036212,0.000222249744824368,0,0.838792400045726,0.332512572221883,0.307202843695791,0.305633777077342,0.606782611342586,"4"
"69",1,0.344696644493639,0.344765804384205,0,0.529411764705882,0,4,0.625,0,0.333333333333333,0.226100114434169,0.000262897401243524,0,0.748551076927825,0.305863704105463,0.298456920533888,0.302227002085941,0.525117887400603,"4"
"70",1,0.355350995814374,0.353570139802096,0,0.529411764705882,1,4,0.375,1,1,0.742631030776891,0.408662841376312,1,0.748551076927825,0.314039037266074,0.306163194839891,0.309945017808124,0.951730377000769,"3"
"71",1,0.364293614701217,0.36346407893332,0,0.529411764705882,0,4,0.625,0,0.333333333333333,0.384964035744827,0.00107751100650483,0,0.748551076927825,0.32322613030937,0.314823179414895,0.318618196889185,0.677357551836996,"4"
"72",1,0.374342950936221,0.373458355004159,0,0.529411764705882,0,4,0.625,0,0.166666666666666,0.430797358281499,0.000543717622941717,0.5,0.748551076927825,0.332506391987292,0.323570987084205,0.327379332873376,0.56497041548518,"4"
"73",1,0.384494200032182,0.375429739059526,0,0.529411764705882,0,4,0.5,0,0.166666666666666,0.312399096280704,0.000223687980363317,0,0.748551076927825,0.334336935767734,0.325296503613513,0.329107478430265,0.146820628775948,"4"
"74",1,0.139772621365556,0.13467703095901,0,1,0,4,0.5,0,0.333333333333333,0.262580110967231,0.000385032592735326,0,0.793370076439778,0.09352852445983,0.188414912575546,0.118059954899755,0.0818730068371305,"4"
"75",1,0.141962506624391,0.136220255037392,0,1,0,4,0.75,0,0.333333333333333,0.389545896514228,0.0011136575854834,0,0.793370076439778,0.0949235686622495,0.189927981446777,0.119412768841351,0.505173364642691,"4"
"76",1,0.143529969031823,0.138054704455084,0,1,1,4,0.5,1,1,0.702534616195412,0.343946781338298,1,0.793370076439778,0.0965818748412622,0.191726584999324,0.1210208753906,0.892136840277359,"3"
"77",1,0.145393230848981,0.139296534193134,1,1,0,4,0,0,0.333333333333333,0.115121499637875,5.53113614782036e-05,0.5,0.793370076439778,0.0977044644902484,0.192944148894504,0.122109482421979,0.0668474793022937,"4"
"78",1,0.146654565128359,0.141367109417284,0,1,0,4,0.625,0,0.166666666666666,0.509785173566091,0.000883492254942631,0,0.793370076439778,0.0995762237522941,0.194974264262122,0.123924580481678,0.381343953463633,"4"
"79",1,0.309080493302793,0.319656735313395,0,0.235294117647059,1,0,0.5,0,0.5,0.19424740432836,0.00049201562212846,0,0.768255131790426,0.331057781836625,0.306697694745966,0.280216006291292,0.431246906581146,"1"
"80",1,0.329847556355746,0.328350948821249,1,0.235294117647059,1,0,0,0,0.5,0.0931230932897067,9.85988209836349e-05,0.5,0.768255131790426,0.339606299579075,0.314603750455783,0.28783748745491,0.0389243012364794,"1"
"81",1,0.338678323725601,0.342927450613644,1,0.235294117647059,1,0,0,0,0,0.274979949424379,5.84143781299296e-05,0.5,0.768255131790426,0.353938531480509,0.327858846517183,0.30061547292097,0.0882585822078363,"1"
"82",1,0.353483768321439,0.356576532228589,0,0.235294117647059,1,0,1,0,0.5,0.358151760335652,0.00239913655553527,0.5,0.768255131790426,0.367358884712932,0.340270595956983,0.312580467607955,0.0218818647126716,"1"
"83",1,0.36734722640708,0.373545566745475,0,0.235294117647059,1,0,0.5,1,0.666666666666667,0.729223769633331,0.052253303297066,0.5,0.768255131790426,0.384043555788562,0.355701334126815,0.327455784025983,0.219211976344122,"1"
"84",1,0.10307157367443,0.100023528331256,0,1,0,4,0.875,0,0,0.458817915342868,0.000239238594246373,0.5,0.525158799657437,0.0953933216975072,0.0881323057929568,0.0876821619812557,0.545967261124086,"4"
"85",1,0.106764725941881,0.102014905195804,0,1,0,4,0.75,0,0.333333333333333,0.205535324027698,0.000207462334330405,0,0.525158799657437,0.0972925153875321,0.0898869393047251,0.089427833541898,0.592852937454673,"4"
"86",1,0.108787379954305,0.105402835471602,0,1,0,4,0.375,1,0.833333333333333,0.573819308842365,0.068444334725252,0.5,0.525158799657437,0.100523614390735,0.0928720980174136,0.0923977452834631,0.91966821391491,"3"
"87",1,0.112228522054604,0.107046014865423,0,1,0,4,0.875,0,0.166666666666666,0.294399141774602,0.000190915046295706,0,0.525158799657437,0.102090729080015,0.0943199292549729,0.0938381815905697,0.530014671754873,"4"
"88",1,0.113897509704915,0.111498555637845,0,1,0,4,0.5,0,0.5,0.208530115613361,0.000585060935895611,0.5,0.525158799657437,0.106337156509251,0.0982431330396973,0.0977413472531795,0.133371241607172,"4"
"89",1,0.274841347143055,0.266637053483352,0,0.529411764705882,0,4,0.75,0,0.5,0.204018878947591,0.000554470073047734,0,0.024256047989482,0.233316653394643,0.230072248999925,0.233738138453833,0.240374574588679,"4"
"90",1,0.275995131884931,0.272548769370239,0,0.529411764705882,0,4,1,0,0.166666666666666,0.301001884768151,0.00020251846147789,0,0.024256047989482,0.238806022510223,0.23524666615706,0.238920439444701,0.342278757328762,"4"
"91",1,0.281999698911795,0.283314639445408,0,0.529411764705882,0,4,0.5,1,0.833333333333333,0.537943277609044,0.0565133603553495,0.5,0.024256047989482,0.248802753717158,0.244669835993757,0.248357966590053,0.734824020885126,"3"
"92",1,0.29293466089335,0.293352429142386,0,0.529411764705882,1,4,0.5,1,0.666666666666667,0.75034309002914,0.0571207332952795,1,0.024256047989482,0.258123420306277,0.25345573034686,0.257157247287584,0.90664602528021,"3"
"93",1,0.303130107053196,0.295655630866528,1,0.529411764705882,0,4,0,0,0,0.310784333295631,8.09015135519447e-05,0.5,0.024256047989482,0.260262075927312,0.255471680833279,0.259176269311911,0.220091025367247,"4"
"94",1,0.390025905114884,0.380429807252741,0,0.235294117647059,1,5,0.5,0,0.5,0.121071137306001,0.000167920510432731,0,0.292385105249224,0.315684198803902,0.429365582693512,0.333490615043711,0.499788934897073,"4"
"95",1,0.391575147950204,0.382523884813065,1,0.235294117647059,1,5,0,0,0.166666666666666,0.139265045057634,3.04355590325045e-05,0,0.292385105249224,0.317577203715418,0.431418741152386,0.335326315612457,0.241667650475808,"4"
"96",1,0.393702115705592,0.384394067039294,0,0.235294117647059,1,5,0.5,1,0.666666666666667,0.858242533942745,0.0874221628971629,1,0.292385105249224,0.31926781165027,0.433252379280298,0.33696574609077,0.183206799753589,"3"
"97",1,0.395601671561235,0.385574199593477,0,0.235294117647059,1,5,0.625,0,0.333333333333333,0.433303899189896,0.00150325062535926,0.5,0.292385105249224,0.320334628258993,0.434409451578918,0.338000268422681,0.323062016977045,"4"
"98",1,0.396800339622719,0.387969176609935,1,0.235294117647059,1,5,0,0,0.333333333333333,0.0981995159234616,3.99853777987761e-05,0,0.292385105249224,0.322499640358363,0.436757629799875,0.340099742078549,0.0374698774344633,"4"
"99",0,0.941802881410601,0.935876379079595,1,0,0,4,0,0,0.166666666666666,0.156908196180053,3.99219592921862e-05,0,0.0785135272612045,0.93695094896703,0.867055089776401,0.943788248523417,0.129649542851102,"2"
"100",0,0.955745726203835,0.947068538515464,1,0,0,4,0,0,0.333333333333333,0.136969030111986,8.04026990981515e-05,0,0.0785135272612045,0.947955552595343,0.877232644759748,0.953599467473081,0.277902769039843,"2"
"101",0,0.967113672971557,0.965211846526633,1,0,0,4,0,0,0.333333333333333,0.301738193395255,0.000554786228974431,0,0.0785135272612045,0.965794818941874,0.893731204838483,0.969504170081077,0.0473777203586548,"2"
"102",0,0.985541945088584,0.979446330467092,0,0,0,4,0.375,1,0.666666666666667,0.803604022844073,0.0708828910233773,0.5,0.0785135272612045,0.979790764453186,0.906675288041882,0.981982337442395,0.592642748842121,"3"
"103",0,1,1,0,0,1,4,0.5,1,0.833333333333333,0.77395971106093,0.171121889267334,1,0.0785135272612045,1,0.925365702789754,1,0.413098071308788,"3"
"104",1,0.573322714046034,0.564094025449042,0,0.235294117647059,0,4,0.75,0,0.333333333333333,0.439344490596881,0.00156369266045907,0.5,0.820138850846032,0.537981450315295,0.497032128103,0.494493491054198,0.350418228110793,"4"
"105",1,0.578124050112856,0.568902625577539,0,0.235294117647059,0,4,1,0,0.5,0.515967424235209,0.00676524023036245,0.5,0.820138850846032,0.542567454694718,0.501269061392908,0.498708783819853,0.640087054973963,"4"
"106",1,0.583008175522366,0.571276919746536,0,0.235294117647059,0,4,0.625,0,0.333333333333333,0.483612439698347,0.00206057850364773,0.5,0.820138850846032,0.544831839997319,0.50336108937108,0.500790126573807,0.657315189442626,"4"
"107",1,0.201829366527819,0.201880516168798,0,0.529411764705882,0,4,0.5,0,0.333333333333333,0.329529120249044,0.000702922107760756,0,0.550545486079649,0.173186474142477,0.173392032269565,0.17697156274021,0.150123876713017,"4"
